specimen_id,MS_institution_code,iDB_institution_code,MS_collection_code,iDB_collection_code,MS_catalog_number,iDB_catalog_number,MS_genus,iDB_genus,MS_species,iDB_species
3591,UCMP,UCMP,,V,142024,142024,Arapahovius,Arapahovius,gazini,
3592,UCMP,UCMP,,V,142025,142025,Omomyidae,Arapahovius,incertae sedis,
3596,UCMP,UCMP,,V,137167,137167,Amblyrhynchus,Amblyrhynchus,cristatus,cristatus
3598,UCMP,UCMP,,V,137748,137748,Basiliscus,Basiliscus,vittatus,vittatus
3600,USNM,USNM,,Paleobiology,256584,PAL256584,Cedromus,Cedromus,wilsoni,wilsoni
3601,AMNH,AMNH,,Mammals,240290,M-240290,Glaucomys,Glaucomys,volans,volans
3603,USNM,USNM,,Paleobiology,294865,PAL294865,Callosciurus,Cretolamna,sp,sp
3604,USNM,USNM,,Paleobiology,298500,PAL298500,Eutamias,Aetobatis,minimus,arcuatus
3605,USNM,USNM,,Paleobiology,367956,PAL367956,Paraxerus,Physeterula,cepapi,sp
3606,USNM,USNM,,Paleobiology,378091,PAL378091,Heliosciurus,Genus,rufobrachium,sp
3610,UCMP,UCMP,,V,68040,68040,Conolophus,Conolophus,subcristatus,subcristatus
3612,UCMP,UCMP,V,V,218405,218405,Omomyidae,,incertae sedis,
3613,UCMP,UCMP,v,V,218406,218406,Omomyidae,,incertae sedis,
3614,UCMP,UCMP,,V,142026,142026,Arapahovius,Arapahovius,gazini,
3615,UCMP,UCMP,,V,123057,123057,Corytophanes,Corytophanes,percarinatus,
3616,UCMP,UCMP,,V,147244,147244,Omomyidae,,incertae sedis,
3617,UCMP,UCMP,,V,147529,147529,Omomyidae,,incertae sedis,
3618,UCMP,UCMP,,V,147530,147530,Omomyidae,,incertae sedis,
3619,UCMP,UCMP,,V,147531,147531,Adapidae,,incertae sedis,
3620,UCMP,UCMP,,V,147533,147533,Adapidae,,incertae sedis,
3621,UCMP,UCMP,,V,147534,147534,Adapidae,,incertae sedis,
3623,UCMP,UCMP,,V,147536,147536,Omomyidae,,incertae sedis,
3624,UCMP,UCMP,,V,147537,147537,Omomyidae,,incertae sedis,
3625,UCMP,UCMP,,V,147538,147538,Omomyidae,,incertae sedis,
3626,UCMP,UCMP,,V,173038,173038,Arapahovius,,gazini,
3627,UCMP,UCMP,,V,173135,173135,Omomyidae,,incertae sedis,
3628,UCMP,UCMP,,V,173136,173136,Omomyidae,,incertae sedis,
3629,UCMP,UCMP,,V,173137,173137,Omomyidae,,incertae sedis,
3630,UCMP,UCMP,,V,173449,173449,Tetonius,,homunculus,
3631,UCMP,UCMP,,V,173450,173450,Tetonius,,homunculus,
3632,UCMP,UCMP,,V,173465,173465,Adapidae,,incertae sedis,
3633,UCMP,UCMP,,V,173468,173468,Omomyidae,,incertae sedis,
3634,UCMP,UCMP,,V,173469,173469,Omomyidae,,incertae sedis,
3635,UCMP,UCMP,,V,173470,173470,Omomyidae,,incertae sedis,
3636,UCMP,UCMP,,V,173471,173471,Omomyidae,,incertae sedis,
3638,UCMP,UCMP,,V,173472,173472,Omomyidae,,incertae sedis,
3639,UCMP,UCMP,,V,173473,173473,Omomyidae,,incertae sedis,
3640,UCMP,UCMP,,V,173474,173474,Omomyidae,,incertae sedis,
3641,UCMP,UCMP,,V,173475,173475,Omomyidae,,incertae sedis,
3642,UCMP,UCMP,,V,173476,173476,Omomyidae,,incertae sedis,
3644,UCMP,UCMP,,V,173477,173477,Omomyidae,,incertae sedis,
3646,UCMP,UCMP,,V,141134,141134,Crotaphytus,Crotaphytus,collaris,collaris
3647,UCMP,UCMP,,V,173479,173479,Omomyidae,,incertae sedis,
3648,UCMP,UCMP,,V,173480,173480,Omomyidae,,incertae sedis,
3650,UCMP,UCMP,,V,173481,173481,Omomyidae,,incertae sedis,
3651,UCMP,UCMP,,V,173482,173482,Arapahovius,,gazini,
3652,UCMP,UCMP,,V,123055,123055,Cyclura,Cyclura,cornuta,cornuta
3654,UCMP,UCMP,,V,173483,173483,Omomyidae,,incertae sedis,
3655,UCMP,UCMP,,V,173719,173719,Adapidae,,incertae sedis,
3656,UCMP,UCMP,,V,173723,173723,Arapahovius,Tetonius,gazini,
3657,UCMP,UCMP,,V,175298,175298,Omomyidae,,incertae sedis,
3658,UCMP,UCMP,,V,217913,217913,Adapidae,,incertae sedis,
3659,UCMP,UCMP,,V,217915,217915,Omomyidae,,incertae sedis,
3660,UCMP,UCMP,,V,217916,217916,Omomyidae,,incertae sedis,
3661,UCMP,UCMP,,V,217919,217919,Omomyidae,,incertae sedis,
3662,UCMP,UCMP,,V,217920,217920,,,,
3663,UCMP,UCMP,,V,217922,217922,Omomyidae,,incertae sedis,
3664,UCMP,UCMP,,V,217935,217935,Omomyidae,,incertae sedis,
3665,UCMP,UCMP,,V,217941,217941,Adapidae,,incertae sedis,
3666,UCMP,UCMP,,V,217942,217942,Adapidae,,incertae sedis,
3667,UCMP,UCMP,,V,217943,217943,Adapidae,,incertae sedis,
3668,UCMP,UCMP,,V,217971,217971,Adapidae,,incertae sedis,
3670,UCMP,UCMP,,V,217977,217977,Omomyidae,,incertae sedis,
3674,UCMP,UCMP,,V,217995,217995,Omomyidae,,incertae sedis,
3676,UCMP,UCMP,,V,217999,217999,Tetonius,,matthewi,
3677,UCMP,UCMP,,V,218000,218000,Arapahovius,,gazini,
3678,UCMP,UCMP,,V,218111,218111,Omomyidae,,incertae sedis,
3679,USNM,USNM,,Paleobiology,481178,PAL481178,Peromyscus,Genus,pulverulenus,sp
3680,UCMP,UCMP,,V,218112,218112,,,,
3681,UCMP,UCMP,,V,218118,218118,,,,
3682,USNM,USNM,,Paleobiology,481190,PAL481190,Aeromys,Pentremitidea,tephromelas,sp
3683,UCMP,UCMP,,V,218119,218119,,,,
3685,UCMP,UCMP,,V,218123,218123,Omomyidae,,incertae sedis,
3686,USNM,USNM,,Paleobiology,488104,PAL488104,Ratufa,Makaira,affinis,nigricans
3687,UCMP,UCMP,,V,218129,218129,Omomyidae,,incertae sedis,
3688,MCZ,MCZ,,Mamm,33105,33105,Egernia,Miniopterus,stokesii,australis
3689,USNM,USNM,,Paleobiology,488511,PAL488511,Rhinosciurus,Assimulia,laticaudatus,fracta
3690,UCMP,UCMP,,V,218139,218139,Adapidae,,incertae sedis,
3691,UCMP,UCMP,,V,218154,218154,Omomyidae,,incertae sedis,
3693,UCMP,UCMP,,V,218157,218157,Omomyidae,,incertae sedis,
3694,UCMP,UCMP,,V,218159,218159,Omomyidae,,incertae sedis,
3695,USNM,USNM,,Paleobiology,488639,PAL488639,Hylopetes,Thaumatomma,spadiceus,permiana
3696,UCMP,UCMP,,V,218160,218160,Omomyidae,,incertae sedis,
3697,USNM,USNM,,Paleobiology,488674,PAL488674,Petinomys,Thaumatomma,setosus,procax
3698,UCMP,UCMP,,V,218166,218166,Omomyidae,,incertae sedis,
3699,USNM,USNM,,Paleobiology,549146,PAL549146,Tamiasciurus,,hudsonicus,
3700,UCMP,UCMP,,V,218181,218181,Omomyidae,,incertae sedis,
3701,USNM,USNM,,Paleobiology,589079,PAL589079,Petaurista,,petaurista,
3702,UCMP,UCMP,,V,218183,218183,Omomyidae,,incertae sedis,
3705,UCMP,UCMP,,V,218242,218242,Omomyidae,,incertae sedis,
3706,UCMP,UCMP,,V,218245,218245,Incertae,,sedis,
3708,UCMP,UCMP,,V,218246,218246,Incertae,,sedis,
3709,UCMP,UCMP,,V,218247,218247,Omomyidae,,incertae sedis,
3710,UCMP,UCMP,,V,218268,218268,Omomyidae,,incertae sedis,
3711,UCMP,UCMP,,V,218271,218271,Omomyidae,,incertae sedis,
3712,UCMP,UCMP,,V,137878,137878,Gerrhosaurus,Gerrhosaurus,major,major
3713,UCMP,UCMP,,V,218272,218272,Omomyidae,,incertae sedis,
3714,UCMP,UCMP,,V,218280,218280,Omomyidae,,incertae sedis,
3717,UCMP,UCMP,,V,218293,218293,Omomyidae,,incertae sedis,
3718,UCMP,UCMP,,V,218304,218304,Omomyidae,,incertae sedis,
3719,UCMP,UCMP,,V,218310,218310,Omomyidae,,incertae sedis,
3720,UF,UF,H,Herp,37924,37924,Pipa,Pipa,parva,parva
3722,UCMP,UCMP,,V,218328,218328,Adapidae,,incertae sedis,
3723,UCMP,UCMP,,V,218366,218366,Omomyidae,,incertae sedis,
3724,UCMP,UCMP,,V,218368,218368,Omomyidae,,incertae sedis,
3725,UCMP,UCMP,,V,218379,218379,,,,
3727,UCMP,UCMP,,V,218399,218399,Omomyidae,,incertae sedis,
3729,UCMP,UCMP,,V,123051,123051,Iguana,Iguana,iguana,iguana
3733,UF,UF,H,Herp,96648,96648,Bombina,Bombina,maxima,maxima
3735,UF,UF,H,Herp,72725,72725,Brachycephalus,Brachycephalus,ephippium,ephippium
3736,UCMP,UCMP,,V,141136,141136,Microlophus,Microlophus,peruvianus,peruvianus
3737,USNM,USNM,,Paleobiology,300660,PAL300660,Paleosuchus,Enchodus,trigonatus,sp
3738,UF,UF,H,Herp,63183,63183,Melanophryniscus,Melanophryniscus,stelzneri,stelzneri
3742,UF,UF,H,Herp,30579,30579,Centrolene,Centrolene,buckleyi,buckleyi
3744,UCMP,UCMP,,V,218417,218417,Omomyidae,,incertae sedis,
3746,UCMP,UCMP,,V,137811,137811,Sauromalus,Sauromalus,obesus,ater
3752,UCMP,UCMP,,V,118912,118912,Uromastyx,Uromastyx,sp.,
3754,UCMP,UCMP,,V,137816,137816,Varanus,Varanus,rudicollis,rudicollis
3757,AMNH,AMNH,M,Mammals,19006,M-19006,Theropithecus,Theropithecus,gelada,gelada
3758,AMNH,AMNH,M,Mammals,19014,M-19014,Macaca,Macaca,sylvanus,sylvanus
3759,AMNH,AMNH,M,Mammals,30613,M-30613,Macaca,Macaca,brunnescens,brunnescens
3763,UF,UF,VP,UF,327791,327791,Peradectes,Peradectes,protinnominatus,protinnominatus
3765,AMNH,AMNH,M,Mammals,30615,M-30615,Macaca,Macaca,brunnescens,brunnescens
3766,AMNH,AMNH,M,Mammals,43083,M-43083,Macaca,Macaca,assamensis,assamensis
3767,AMNH,AMNH,M,Mammals,51615,M-51615,Lophocebus,Atilax,albigena,paludinosus
3768,AMNH,AMNH,M,Mammals,52213,M-52213,Colobus,Colobus,guereza,guereza
3769,AMNH,AMNH,M,Mammals,52215,M-52215,Colobus,Colobus,guereza,guereza
3770,AMNH,AMNH,M,Mammals,52249,M-52249,Colobus,Colobus,guereza,guereza
3774,UCMP,UCMP,,V,218385,218385,Adapidae,,incertae sedis,
3775,UCMP,UCMP,,V,218398,218398,Omomyidae,,incertae sedis,
3776,UCMP,UCMP,,V,218402,218402,Adapidae,,incertae sedis,
3777,UCMP,UCMP,,V,218415,218415,Omomyidae,,incertae sedis,
3778,UCMP,UCMP,,V,218416,218416,Omomyidae,,incertae sedis,
3779,UCMP,UCMP,,V,218426,218426,Omomyidae,,incertae sedis,
3780,UCMP,UCMP,,V,218432,218432,Omomyidae,,incertae sedis,
3781,UCMP,UCMP,,V,218433,218433,Omomyidae,,incertae sedis,
3782,UCMP,UCMP,,V,217940,217940,Adapidae,,incertae sedis,
3783,UCMP,UCMP,,V,229399,229399,Platychoerops,,sp.,
3784,UCMP,UCMP,,V,236056,236056,,,,
3785,UCMP,UCMP,,V,236062,236062,Adapis,Adapis,parisiensis,parisiensis
3786,UCMP,UCMP,,V,236063,236063,Adapis,Adapis,parisiensis,parisiensis
3787,UCMP,UCMP,,V,236064,236064,Adapis,Adapis,parisiensis,parisiensis
3788,UCMP,UCMP,,V,236065,236065,Adapis,Adapis,parisiensis,parisiensis
3789,UCMP,UCMP,,V,236067,236067,Platychoerops,,sp.,
3790,UCMP,UCMP,,V,236068,236068,Platychoerops,,sp.,
3791,UCMP,UCMP,,V,236069,236069,Platychoerops,,sp.,
3792,UCMP,UCMP,,V,236070,236070,Platychoerops,,sp.,
3793,UCMP,UCMP,,V,236071,236071,Platychoerops,,sp.,
3794,UCMP,UCMP,,V,236072,236072,Platychoerops,,sp.,
3795,UCMP,UCMP,,V,236073,236073,Platychoerops,,sp.,
3796,UCMP,UCMP,,V,236074,236074,Platychoerops,,sp.,
3797,UCMP,UCMP,,V,236075,236075,Platychoerops,,sp.,
3798,UCMP,UCMP,,V,236076,236076,Platychoerops,,sp.,
3799,UCMP,UCMP,,V,236077,236077,Platychoerops,,sp.,
3800,UCMP,UCMP,,V,236079,236079,Platychoerops,,sp.,
3802,UCMP,UCMP,,V,236081,236081,Platychoerops,Platychoerops,sp.,
3803,UCMP,UCMP,,V,236082,236082,Adapidae,,incertae sedis,
3804,UCMP,UCMP,,V,236083,236083,Platychoerops,,sp.,
3824,UF,UF,H,Herp,157233,157233,Craugastor,Craugastor,laticeps,laticeps
3827,UF,UF,H,Herp,167747,167747,Eleutherodactylus,Eleutherodactylus,orientalis,orientalis
3828,UF,UF,H,Herp,100828,100828,Heleophryne,Hadromophryne,natalensis,natalensis
3835,USNM,USNM,,Paleobiology,503885,PAL503885,Callithrix,,jacchus,
3839,AMNH,AMNH,M,Mammals,186538,M-186538,Indri,Oryzomys,indri,megacephalus
3845,UF,UF,VP,UF,332176,332176,Talpavoides,Talpavoides,sp. ,
3846,UF,UF,VP,UF,332022,332022,Talpavoides,Talpavoides,sp. ,
3849,UF,UF,VP,UF,283016,283016,Colpocherus,Niptomomys,sp.,doreenae
3850,UF,UF,VP,UF,283334,283334,Macrocranion,Macrocranion,junnei,junnei
3851,UF,UF,VP,UF,284211,284211,Macrocranion,Macrocranion,junnei,junnei
3852,USNM,USNM,,Paleobiology,291056,PAL291056,Ateles,Isurus,geoffroyi,sp
3853,USNM,USNM,,Paleobiology,337324,PAL337324,Cebuella,Dzieduszyckia,pygmaea,sonora
3854,USNM,USNM,,Mammals,305066,305066,Daubentonia,Daubentonia,madagascariensis,madagascariensis
3858,USNM,USNM,,Paleobiology,13297,V13297,Ateles,Hemiacodon,geoffroyi,gracilis
3862,USNM,USNM,A,Mammals,14144,A14144,Ateles,Ateles,geoffroyi,geoffroyi
3863,USNM,USNM,A,Mammals,14153,A14153,Ateles,Ateles,geoffroyi,geoffroyi
3864,USNM,USNM,A,Mammals,14161,A14161,Ateles,Ateles,geoffroyi,geoffroyi
3865,USNM,USNM,A,Mammals,14162,A14162,Ateles,Ateles,geoffroyi,geoffroyi
3866,USNM,USNM,,Mammals,171074,171074,Ateles,Ateles,geoffroyi,geoffroyi
3867,USNM,USNM,,Paleobiology,284947,PAL284947,Ateles,Chilomycterus,geoffroyi,schoepfi
3868,USNM,USNM,,Paleobiology,284948,PAL284948,Ateles,Chilomycterus,geoffroyi,schoepfi
3869,USNM,USNM,,Paleobiology,284951,PAL284951,Ateles,Chilomycterus,geoffroyi,schoepfi
3870,USNM,USNM,,Paleobiology,291055,PAL291055,Ateles,Isurus,geoffroyi,sp
3871,USNM,USNM,,Paleobiology,291057,PAL291057,Ateles,Anomoeodus,geoffroyi,sp
3872,USNM,USNM,,Paleobiology,291059,PAL291059,Ateles,Isurus,geoffroyi,sp
3873,USNM,USNM,,Paleobiology,291060,PAL291060,Ateles,Isurus,geoffroyi,sp
3876,USNM,USNM,,Mammals,291064,291064,Ateles,Ateles,geoffroyi,geoffroyi
3877,USNM,USNM,,Paleobiology,291968,PAL291968,Ateles,Scapanorhynchus,geoffroyi,sp
3878,USNM,USNM,,Mammals,315840,315840,Ateles,Ateles,geoffroyi,geoffroyi
3879,USNM,USNM,,Mammals,336198,336198,Ateles,Ateles,geoffroyi,geoffroyi
3880,USNM,USNM,,Paleobiology,336200,PAL336200,Ateles,Lithornis,geoffroyi,celetius
3881,USNM,USNM,,Paleobiology,336202,PAL336202,Ateles,Antiacodon,geoffroyi,pygmaeus
3882,USNM,USNM,,Paleobiology,462159,PAL462159,Cynocephalus,Galeropygus,volans,agariciformis
3888,AMNH,AMNH,M,Mammals,100820,M-100820,Lepilemur,Lepilemur,mustelinus,mustelinus
3899,UF,UF,H,Herp,66557,66557,Hyla,Hyla,femoralis,femoralis
3901,UF,UF,H,Herp,63656,63656,Osteopilus,Osteopilus,septentrionalis,septentrionalis
3905,MCZ,MCZ,BOM,Mamm,8879,8879,Necrolemur,Epomophorus,antiquus,anurus
3906,USNM,USNM,,Mammals,14133,A14133,Alouatta,Alouatta,palliata,palliata
3907,USNM,USNM,,Paleobiology,36933,PAL36933,Alouatta,Syringostroma,palliata,niagarense
3908,USNM,USNM,,Mammals,282798,282798,Alouatta,Alouatta,palliata,palliata
3909,USNM,USNM,,Paleobiology,282850,PAL282850,Alouatta,Carcharodon,palliata,megalodon
3910,USNM,USNM,,Paleobiology,284636,PAL284636,Alouatta,Geospiza,palliata,magnirostris
3911,USNM,USNM,,Paleobiology,284638,PAL284638,Alouatta,Geospiza,palliata,magnirostris
3912,USNM,USNM,,Paleobiology,284641,PAL284641,Alouatta,Geochelone,palliata,elephantopus
3914,USNM,USNM,,Paleobiology,337553,PAL337553,Alouatta,Populophyllum,palliata,minutum
3915,USNM,USNM,,Paleobiology,337850,PAL337850,Alouatta,Dryosaurus,palliata,altus
3916,USNM,USNM,,Paleobiology,337858,PAL337858,Alouatta,Genus,palliata,sp
3917,USNM,USNM,,Paleobiology,339919,PAL339919,Alouatta,Carcharodon,palliata,megalodon
3918,USNM,USNM,,Paleobiology,339921,PAL339921,Alouatta,Isurus,palliata,xiphodon
3919,USNM,USNM,,Mammals,556134,556134,Alouatta,Alouatta,palliata,palliata
3922,UF,UF,VP,UF,283179,283179,Herpetotherium,Peradectes,innominatum,protinnominatus
3924,UCMP,UCMP,,V,71477,71477,Platychoerops,Platychoerops,daubrei,daubrei
3925,USNM,USNM,,Paleobiology,338964,PAL338964,Chiropotes,Coskinolinoides,satanas,jamaicensis
3926,USNM,USNM,,Paleobiology,388161,PAL388161,Chiropotes,Plesiacanthoceras,chiropotes,wyomingense
3927,USNM,USNM,,Paleobiology,388162,PAL388162,Chiropotes,Plesiacanthoceras,chiropotes,wyomingense
3928,USNM,USNM,,Paleobiology,388163,PAL388163,Chiropotes,Plesiacanthoceras,chiropotes,wyomingense
3929,USNM,USNM,,Paleobiology,388166,PAL388166,Chiropotes,Plesiacanthoceras,satanas,wyomingense
3930,USNM,USNM,,Paleobiology,388168,PAL388168,Chiropotes,Plesiacanthoceras,satanas,wyomingense
3932,USNM,USNM,,Mammals,406430,406430,Chiropotes,Chiropotes,chiropotes,satanas
3933,USNM,USNM,,Mammals,406576,406576,Chiropotes,Chiropotes,chiropotes,satanas
3934,USNM,USNM,,Mammals,406582,406582,Chiropotes,Chiropotes,chiropotes,satanas
3935,USNM,USNM,,Paleobiology,388165,PAL388165,Chiropotes,Plesiacanthoceras,chiropotes,wyomingense
3936,USNM,USNM,,Mammals,406587,406587,Chiropotes,Chiropotes,chiropotes,satanas
3937,USNM,USNM,,Mammals,406588,406588,Chiropotes,Chiropotes,satanas,satanas
3938,USNM,USNM,,Mammals,406590,406590,Chiropotes,Chiropotes,chiropotes,satanas
3939,USNM,USNM,,Mammals,406591,406591,Chiropotes,Chiropotes,satanas,satanas
3940,USNM,USNM,,Mammals,406592,406592,Chiropotes,Chiropotes,satanas,satanas
3950,USNM,USNM,,Mammals,409768,409768,Chiropotes,Chiropotes,satanas,satanas
3951,USNM,USNM,,Paleobiology,300794,PAL300794,Pithecia,Cretolamna,pithecia,sp
3952,USNM,USNM,,Paleobiology,339658,PAL339658,Pithecia,Lepidocyclina,pithecia,pustulosa
3953,USNM,USNM,,Paleobiology,339659,PAL339659,Pithecia,Lepidocyclina,pithecia,pustulosa
3954,USNM,USNM,,Paleobiology,339660,PAL339660,Pithecia,Lepidocyclina,pithecia,pustulosa
3955,USNM,USNM,,Mammals,374748,374748,Pithecia,Pithecia,pithecia,pithecia
3956,USNM,USNM,,Mammals,374749,374749,Pithecia,Pithecia,pithecia,pithecia
3957,USNM,USNM,,Mammals,374754,374754,Pithecia,Pithecia,pithecia,pithecia
3958,USNM,USNM,,Mammals,374760,374760,Pithecia,Pithecia,pithecia,pithecia
3959,USNM,USNM,,Mammals,374763,374763,Pithecia,Pithecia,pithecia,pithecia
3960,USNM,USNM,,Mammals,374764,374764,Pithecia,Pithecia,pithecia,pithecia
3961,USNM,USNM,,Mammals,374765,374765,Pithecia,Pithecia,pithecia,pithecia
3962,USNM,USNM,,Paleobiology,395071,PAL395071,Pithecia,Pterodroma,pithecia,hypoleuca
3965,AMNH,AMNH,M,Mammals,103371,M-103371,Nasalis,Nasalis,concolor,concolor
3978,USNM,USNM,,Paleobiology,179919,PAL179919,Aotus,Productus,lemurinus,occidentalis
3979,USNM,USNM,,Mammals,284779,284779,Aotus,Aotus,lemurinus,lemurinus
3980,USNM,USNM,,Paleobiology,281552,PAL281552,Aotus,Isurus,lemurinus,sp
3981,USNM,USNM,,Paleobiology,281554,PAL281554,Aotus,Isurus,lemurinus,sp
3982,USNM,USNM,,Paleobiology,179920,PAL179920,Aotus,Productus,lemurinus,waagenianus
3990,USNM,USNM,,Paleobiology,179922,PAL179922,Aotus,Productus,lemurinus,subhorridus
3991,AMNH,AMNH,M,Mammals,52354,M-52354,Cercopithecus,Cercopithecus,mitis,mitis
3992,AMNH,AMNH,A,Mammals,124113,M-124113,Hemiphractus,Peromyscus,elioti,
3993,AMNH,AMNH,M,Mammals,52355,M-52355,Cercopithecus,Cercopithecus,mitis,mitis
3994,USNM,USNM,,Paleobiology,281551,PAL281551,Aotus,Isurus,lemurinus,sp
3995,USNM,USNM,,Paleobiology,281555,PAL281555,Aotus,Isurus,lemurinus,sp
3996,USNM,USNM,,Paleobiology,284776,PAL284776,Aotus,Sarda,lemurinus,sarda
3997,USNM,USNM,,Mammals,284777,284777,Aotus,Aotus,lemurinus,lemurinus
3998,USNM,USNM,,Paleobiology,291971,PAL291971,Aotus,Cretolamna,lemurinus,sp
3999,USNM,USNM,,Mammals,305575,305575,Aotus,Aotus,lemurinus,lemurinus
4000,USNM,USNM,,Paleobiology,305915,PAL305915,Aotus,Corum,lemurinus,perfectum
4002,USNM,USNM,,Paleobiology,396499,PAL396499,Aotus,Apteribis,lemurinus,sp
4003,USNM,USNM,,Paleobiology,396504,PAL396504,Aotus,Apteribis,lemurinus,sp
4004,USNM,USNM,,Paleobiology,396505,PAL396505,Aotus,Apteribis,lemurinus,sp
4005,AMNH,AMNH,M,Mammals,52606,M-52606,Lophocebus,Lophocebus,albigena,albigena
4006,USNM,USNM,,Paleobiology,396506,PAL396506,Aotus,Apteribis,lemurinus,sp
4013,AMNH,AMNH,M,Mammals,52481,M-52481,Cercopithecus,Cercopithecus,pogonias,mona
4015,AMNH,AMNH,M,Mammals,52596,M-52596,Lophocebus,Lophocebus,albigena,albigena
4016,AMNH,AMNH,M,Mammals,52607,M-52607,Lophocebus,Lophocebus,albigena,albigena
4017,AMNH,AMNH,M,Mammals,52613,M-52613,Lophocebus,Lophocebus,albigena,albigena
4018,AMNH,AMNH,M,Mammals,52625,M-52625,Lophocebus,Lophocebus,albigena,albigena
4019,AMNH,AMNH,M,Mammals,52634,M-52634,Cercocebus,Cercocebus,galeritus,galeritus
4020,USNM,USNM,,Paleobiology,465852,PAL465852,Galago,Brissopsis,senegalensis,steinhatchee
4021,USNM,USNM,,Paleobiology,465853,PAL465853,Galago,Brissopsis,senegalensis,crescenticus
4022,USNM,USNM,,Paleobiology,465889,PAL465889,Galago,Eupatagus,senegalensis,clevei
4024,AMNH,AMNH,M,Mammals,52635,M-52635,Cercocebus,Cercocebus,galeritus,galeritus
4025,AMNH,AMNH,M,Mammals,52640,M-52640,Cercocebus,Cercocebus,galeritus,galeritus
4026,AMNH,AMNH,M,Mammals,52645,M-52645,Cercocebus,Cercocebus,galeritus,galeritus
4027,AMNH,AMNH,M,Mammals,52677,M-52677,Papio,Papio,hamadryas,hamadryas
4034,AMNH,AMNH,M,Mammals,54227,M-54227,Papio,Papio,hamadryas,
4035,UF,UF,H,Herp,43204,43204,Hemiphractus,Hemiphractus,proboscideus,proboscideus
4041,AMNH,AMNH,M,Mammals,55013,M-55013,Lophocebus,,aterrimus,
4042,AMNH,AMNH,M,Mammals,60568,M-60568,Theropithecus,Theropithecus,gelada,gelada
4046,AMNH,AMNH,M,Mammals,70063,M-70063,Cercocebus,Chlorocebus,torquatus,aethiops
4064,UF,UF,H,Herp,159-19,159,Pseudacris,Pseudacris,ornata,ornata
4065,AMNH,AMNH,M,Mammals,80126,M-80126,Theropithecus,Theropithecus,gelada,gelada
4066,AMNH,AMNH,M,Mammals,80895,M-80895,Papio,Papio,hamadryas,ursinus
4067,UF,UF,H,Herp,43260,43260,Adenomera,Adenomera,andreae,andreae
4068,AMNH,AMNH,M,Mammals,81811,M-81811,Papio,Papio,hamadryas,
4069,AMNH,AMNH,M,Mammals,82185,M-82185,Papio,Papio,hamadryas,
4070,AMNH,AMNH,M,Mammals,82428,M-82428,Lophocebus,Lophocebus,aterrimus,albigena
4071,AMNH,AMNH,M,Mammals,84472,M-84472,Macaca,Macaca,thibetana,fuscata
4072,AMNH,AMNH,M,Mammals,86705,M-86705,Lophocebus,Lophocebus,aterrimus,albigena
4073,AMNH,AMNH,M,Mammals,89357,M-89357,Mandrillus,Mandrillus,sphinx,sphinx
4074,AMNH,AMNH,M,Mammals,90159,M-90159,Macaca,Macaca,maura,tonkeana
4075,AMNH,AMNH,M,Mammals,90309,M-90309,Theropithecus,Theropithecus,gelada,gelada
4104,USNM,USNM,,Mammals,115496,115496,Nycticebus,Nycticebus,coucang,coucang
4105,USNM,USNM,,Paleobiology,300000,PAL300000,Nycticebus,Scapanorhynchus,coucang,sp
4106,USNM,USNM,,Paleobiology,355347,PAL355347,Nycticebus,Genus,coucang,sp
4107,UF,UF,VP,UF,325968,325968,Mimoperadectes,Mimoperadectes,labrus,labrus
4108,UF,UF,VP,UF,326413,326413,Peradectes,Peradectes,protinnominatus,protinnominatus
4110,UF,UF,VP,UF,326430,326430,Mimoperadectes,Mimoperadectes,labrus,labrus
4111,UF,UF,VP,UF,326544,326544,Mimoperadectes,Mimoperadectes,labrus,labrus
4112,UF,UF,VP,UF,326678,326678,Peradectes,Peradectes,protinnominatus,protinnominatus
4113,UF,UF,VP,UF,326912,326912,Peradectes,Peradectes,protinnominatus,
4114,UF,UF,VP,UF,328499,328499,Mimoperadectes,Mimoperadectes,labrus,labrus
4115,UF,UF,VP,UF,328900,328900,Peradectes,Peradectes,protinnominatus,protinnominatus
4116,UF,UF,VP,UF,329120,329120,Peradectes,Peradectes,protinnominatus,protinnominatus
4117,UF,UF,VP,UF,329146,329146,Peradectes,,protinnominatus,
4118,UF,UF,VP,UF,329147,329147,Peradectes,Peradectes,protinnominatus,protinnominatus
4119,UF,UF,VP,UF,329833,329833,Mimoperadectes,Mimoperadectes,labrus,labrus
4120,UF,UF,VP,UF,330188,330188,Mimoperadectes,Mimoperadectes,labrus,labrus
4121,UF,UF,VP,UF,330202,330202,Peradectes,Peradectes,protinnominatus,protinnominatus
4122,UF,UF,VP,UF,330276,330276,Mimoperadectes,Mimoperadectes,labrus,labrus
4123,UF,UF,VP,UF,330295,330295,Mimoperadectes,Mimoperadectes,labrus,labrus
4124,UF,UF,VP,UF,330365,330365,Peradectes,Peradectes,protinnominatus,protinnominatus
4125,UF,UF,VP,UF,330399,330399,Peradectes,Peradectes,protinnominatus,protinnominatus
4126,UF,UF,VP,UF,331401,331401,Mimoperadectes,Mimoperadectes,labrus,labrus
4127,UF,UF,VP,UF,331569,331569,Peradectes,Peradectes,protinnominatus,
4128,UF,UF,VP,UF,332041,332041,Peradectes,Peradectes,protinnominatus,protinnominatus
4129,UF,UF,VP,UF,326308,326308,Macrocranion,Macrocranion,junnei,junnei
4130,UF,UF,VP,UF,328406,328406,Macrocranion,Macrocranion,junnei,junnei
